Longitude,Latitude
-118.3395834,33.8696628
-118.3398664,33.8699379
-118.3401386,33.8702251
-118.340364,33.870489
-118.3406281,33.8708253
-118.340891,33.871185
-118.341783,33.8724604
-118.3463366,33.8788103
-118.3465936,33.8791674
-118.3470986,33.8798668
-118.3472887,33.8801266
-118.3474919,33.8803821
-118.3477896,33.8807395
-118.3480565,33.8810501
-118.3483958,33.8814142
-118.3486748,33.881697
-118.3489229,33.8819375
-118.349281,33.8822715
-118.3494068,33.8823938
-118.349484,33.8824613
-118.349782,33.8827101
-118.2457787,33.8257619
-118.2445457,33.8257647
-118.2421059,33.8257693
-118.2413556,33.8257682
-118.2382583,33.8257747
-118.2449316,33.8259328
-118.2459368,33.8259288
-118.2466994,33.8259257
-118.2471263,33.82593
-118.24742,33.82594
-118.2477459,33.8259595
-118.2480316,33.8259868
-118.2482623,33.8260225
-118.2484688,33.8260559
-118.2487893,33.8261283
-118.2490951,33.8261996
-118.2493754,33.8262854
-118.2496516,33.826379
-118.249952,33.8265004
-118.2502538,33.8266352
-118.2505448,33.8267801
-118.2507996,33.8269193
-118.2510625,33.8270809
-118.2513213,33.8272636
-118.2515466,33.8274363
-118.2518591,33.8276992
-118.2522587,33.8280947
-118.255405,33.8313117
-118.255405,33.8313117
-118.2560324,33.8319527
-118.2577108,33.8336696
-118.3611436,33.8908972
-118.3616476,33.8912585
-118.362672,33.8919943
-118.3640986,33.8930179
-118.185204,33.8155198
-118.1860659,33.8158067
-118.1864903,33.8159621
-118.1868558,33.8161109
-118.187183,33.8162591
-118.1874666,33.8163922
-118.1877275,33.8165309
-118.1879354,33.8166457
-118.188225,33.8168184
-118.1884651,33.81697
-118.1887521,33.8171672
-118.1889405,33.8173018
-118.3693482,33.9199875
-118.3691027,33.9210957
-118.3680028,33.9417661
-118.3680055,33.9432695
-118.3680174,33.944095
-118.3680312,33.945053
-118.3680247,33.945726
-118.3691027,33.9210957
-118.3689923,33.9215924
-118.3686424,33.9230877
-118.3685863,33.9233445
-118.3685337,33.9235955
-118.3684851,33.9238556
-118.3684421,33.9241156
-118.368373,33.9245553
-118.3683148,33.9249997
-118.3682804,33.9254201
-118.3682664,33.9257345
-118.3682543,33.926234
-118.3680279,33.9477078
-118.3680175,33.9487635
-118.3680175,33.9489793
-118.3680189,33.9491362
-118.368039,33.9492886
-118.3680618,33.9494221
-118.368094,33.9495456
-118.3681369,33.949678
-118.3682549,33.9500251
-118.3683595,33.9503232
-118.3684877,33.95068
-118.3682506,33.9412727
-118.3682538,33.9417684
-118.3682573,33.9427143
-118.3682523,33.9433761
-118.3682495,33.944322
-118.368258,33.9451361
-118.3682725,33.9467371
-118.3682764,33.9475575
-118.3682894,33.9479501
-118.3682894,33.9479501
-118.368313,33.9483541
-118.3683556,33.9487581
-118.3684093,33.9491015
-118.3684745,33.9494686
-118.3685346,33.9497695
-118.3686103,33.9501152
-118.3687476,33.9506608
-118.3689255,33.9513511
-118.3689912,33.9516192
-118.3690462,33.9518606
-118.3691146,33.9521938
-118.3691669,33.9524792
-118.3692112,33.9527697
-118.37083,33.9667868
-118.3709311,33.9669972
-118.3710531,33.9672289
-118.3711644,33.967428
-118.3712536,33.967586
-118.3713971,33.9678079
-118.3715165,33.9679736
-118.3716492,33.9681443
-118.3717317,33.9682472
-118.3718403,33.9683712
-118.3719852,33.9685292
-118.3721448,33.9686915
-118.3723164,33.9688467
-118.3725203,33.9690185
-118.3728898,33.9692916
-118.3730715,33.9694173
-118.3732217,33.969514
-118.3734436,33.9696425
-118.3736683,33.9697643
-118.3739794,33.9699161
-118.375335,33.9706035
-118.375335,33.9706035
-118.377743,33.9717938
-118.378397,33.9721427
-118.3787873,33.972358
-118.3790877,33.9725265
-118.3794994,33.9727611
-118.379506,33.9727676
-118.3684877,33.95068
-118.368609,33.9510196
-118.3686867,33.951251
-118.3687659,33.951508
-118.368814,33.9516839
-118.3689995,33.9524153
-118.3692112,33.9527697
-118.3692112,33.9527697
-118.3692406,33.9529992
-118.3692574,33.9531555
-118.3692735,33.9533302
-118.369299,33.9536739
-118.3693121,33.9540002
-118.3693171,33.9543358
-118.3693164,33.9547213
-118.3693103,33.9550244
-118.3692983,33.9556907
-118.3692902,33.9563025
-118.3692782,33.9571713
-118.369264,33.9580376
-118.3692446,33.9592904
-118.3692326,33.9601669
-118.3692415,33.960559
-118.3692621,33.9609378
-118.3692876,33.9612014
-118.3693043,33.9613414
-118.3693211,33.9614612
-118.3693673,33.9617537
-118.3694159,33.9620214
-118.36948,33.9623099
-118.3695611,33.9626397
-118.3696671,33.9629873
-118.3697952,33.9634055
-118.3698448,33.963564
-118.3699635,33.9639611
-118.3702431,33.9648565
-118.3706171,33.9661442
-118.3707222,33.9664861
-118.37083,33.9667868
-118.3682768,33.9348588
-118.368279,33.9354639
-118.3682804,33.9378598
-118.3682807,33.9385786
-118.3682506,33.9412727
-118.3584111,33.8889408
-118.3610213,33.890813
-118.3611436,33.8908972
-118.3640986,33.8930179
-118.3643246,33.8931794
-118.3654205,33.8939599
-118.3660121,33.8943832
-118.3667075,33.8948854
-118.3679458,33.8957712
-118.3682958,33.8960316
-118.3685231,33.8962108
-118.368737,33.8964056
-118.3689275,33.8965982
-118.369134,33.8968258
-118.369258,33.896975
-118.3693888,33.8971447
-118.3695424,33.8973574
-118.3696892,33.8975956
-118.3698294,33.8978494
-118.3699346,33.8980681
-118.3700044,33.8982251
-118.3701378,33.8985952
-118.3701787,33.898731
-118.3702196,33.8988785
-118.3702652,33.8991033
-118.2654456,33.8415673
-118.265647,33.8417749
-118.2668366,33.8430036
-118.2677778,33.8439701
-118.1889405,33.8173018
-118.1896987,33.817907
-118.1907499,33.8187521
-118.1912142,33.8191251
-118.1917193,33.8195293
-118.1920344,33.8197683
-118.1923161,33.8199677
-118.1925414,33.820117
-118.1926721,33.8202011
-118.1926721,33.8202011
-118.1931404,33.8204751
-118.1935801,33.8207003
-118.1943523,33.8210953
-118.1967429,33.8223172
-118.1976322,33.8227717
-118.162619,33.8120646
-118.1631182,33.8122322
-118.1668156,33.8133726
-118.156607,33.8089143
-118.1602979,33.8110126
-118.1606017,33.8111826
-118.1608866,33.8113324
-118.1611917,33.8114878
-118.1616873,33.8117062
-118.1622311,33.8119257
-118.162619,33.8120646
-118.1454133,33.8063288
-118.1456548,33.8063629
-118.14835,33.8067687
-118.1496844,33.8069648
-118.1505682,33.807093
-118.1511137,33.8071679
-118.1516292,33.8072402
-118.1521813,33.8073246
-118.1525932,33.8073872
-118.1529598,33.8074598
-118.1534153,33.8075632
-118.1537022,33.8076411
-118.1541355,33.8077738
-118.154509,33.807902
-118.1548572,33.8080331
-118.1551807,33.808167
-118.1555174,33.8083292
-118.156607,33.8089143
-118.1372552,33.8032674
-118.1374943,33.8033508
-118.1376227,33.8033975
-118.1378706,33.8034924
-118.1381448,33.8036128
-118.138396,33.8037356
-118.1386162,33.8038502
-118.1388608,33.8039953
-118.140306,33.8048977
-118.140481,33.8050002
-118.1406386,33.805086
-118.1409605,33.8052543
-118.1412502,33.805388
-118.1415653,33.8055206
-118.1419207,33.8056532
-118.3225678,33.8634887
-118.3262012,33.8645902
-118.261232,33.8372698
-118.262654,33.8387184
-118.2629447,33.8390156
-118.2630939,33.8391681
-118.2637286,33.839813
-118.2645864,33.8406882
-118.2649032,33.8410124
-118.2651887,33.8413044
-118.2654456,33.8415673
-118.3680247,33.945726
-118.3680279,33.9477078
-118.1976322,33.8227717
-118.1978911,33.8229058
-118.1997127,33.8238337
-118.2022959,33.8251479
-118.1762049,33.8142272
-118.1725163,33.8142315
-118.1419207,33.8056532
-118.1421523,33.8057315
-118.14248,33.805826
-118.1428233,33.8059151
-118.1430936,33.8059749
-118.1436351,33.8060673
-118.1454133,33.8063288
-118.2716239,33.8473524
-118.2718294,33.8474795
-118.2723117,33.84778
-118.2724276,33.847861
-118.2728454,33.8481484
-118.2749411,33.8495864
-118.2755806,33.8500123
-118.2760989,33.8503665
-118.278228,33.8518283
-118.2677778,33.8439701
-118.2683574,33.8445474
-118.2687894,33.8449497
-118.2690842,33.8452196
-118.269441,33.845537
-118.2696797,33.8457459
-118.2699211,33.8459458
-118.2703891,33.8463356
-118.2708934,33.8467644
-118.2711871,33.846995
-118.2716239,33.8473524
-118.3524707,33.884687
-118.3530593,33.8851024
-118.3545153,33.886147
-118.3558562,33.8871079
-118.3566026,33.8876441
-118.3584111,33.8889408
-118.4003131,33.9894022
-118.4004806,33.9896222
-118.4008728,33.9901205
-118.4013386,33.9907154
-118.4017953,33.9913092
-118.4289034,34.0255815
-118.4298523,34.0267618
-118.4300219,34.026975
-118.4306129,34.0277169
-118.4329719,34.0307055
-118.4331429,34.0309245
-118.4332891,34.0311079
-118.4335515,34.031459
-118.4337224,34.0316439
-118.4338409,34.0317715
-118.4339491,34.0318786
-118.4341036,34.0320218
-118.4344643,34.0323137
-118.435334,34.0329164
-118.4017953,33.9913092
-118.4023256,33.9919988
-118.4024374,33.9921442
-118.4024773,33.9921961
-118.467693,34.1699563
-118.4676535,34.1701194
-118.4676231,34.1702797
-118.4675838,34.1704995
-118.467565,34.1706393
-118.4675535,34.1707812
-118.4675449,34.1710681
-118.4675449,34.171401
-118.4676163,34.1739594
-118.4676401,34.1745442
-118.4676401,34.1745442
-118.467673,34.1749162
-118.4677193,34.1752589
-118.4677595,34.1754764
-118.4678225,34.1757826
-118.4679432,34.176222
-118.4680304,34.1765016
-118.4681377,34.1767934
-118.468257,34.1770852
-118.4683938,34.177397
-118.4685306,34.1776666
-118.4686513,34.1779018
-118.4688149,34.1781803
-118.4689611,34.1784166
-118.4691945,34.1787539
-118.4693863,34.1790246
-118.4719536,34.1825066
-118.472279,34.1829398
-118.4724976,34.1832372
-118.4728549,34.1837136
-118.4730515,34.1840038
-118.4731553,34.184161
-118.4733012,34.1843953
-118.4734689,34.1847072
-118.4735895,34.1849735
-118.4736966,34.1852141
-118.4738052,34.1855392
-118.4738964,34.1858565
-118.47395,34.1860717
-118.473997,34.186318
-118.474002,34.1863375
-118.4720732,34.2638976
-118.4720675,34.2643378
-118.4720621,34.2648643
-118.4720496,34.2654652
-118.4720468,34.2660362
-118.379506,33.9727676
-118.3802612,33.973213
-118.3811183,33.9737181
-118.3816686,33.9740229
-118.3821434,33.9742798
-118.382545,33.9744844
-118.383487,33.97495
-118.383907,33.9751508
-118.384864,33.9756082
-118.4720754,34.253863
-118.4721403,34.2575379
-118.4720861,34.2588521
-118.4766669,34.0961732
-118.477135,34.0969635
-118.4773487,34.0973205
-118.4774121,34.0974303
-118.4774624,34.0975302
-118.4775194,34.0976446
-118.4775811,34.0977712
-118.4776488,34.0979406
-118.4777058,34.0980977
-118.4777621,34.0982654
-118.4778171,34.0984742
-118.477864,34.0987041
-118.4778775,34.0987829
-118.4778962,34.0989267
-118.4779177,34.0991322
-118.4779271,34.0993398
-118.4779271,34.0995742
-118.477921,34.0997019
-118.477907,34.0998651
-118.4778862,34.1000173
-118.4778576,34.1001886
-118.4778248,34.1003295
-118.4777847,34.1004875
-118.4777226,34.1007113
-118.4773999,34.1017557
-118.477325,34.1020174
-118.4772855,34.1021686
-118.4772532,34.1023327
-118.4772254,34.1025058
-118.4771961,34.1027829
-118.477186,34.1030445
-118.4771848,34.103219
-118.4771942,34.1034054
-118.4772143,34.1035953
-118.4772474,34.1038207
-118.4773004,34.1040771
-118.4773484,34.1042593
-118.4774221,34.1045047
-118.477516,34.1047501
-118.4776381,34.1050078
-118.4777588,34.1052443
-118.4778982,34.1054753
-118.4780498,34.1056985
-118.4803578,34.1088265
-118.4807213,34.1093306
-118.4810901,34.109817
-118.4812376,34.1100202
-118.4813462,34.1101827
-118.4814699,34.110389
-118.481546,34.1105332
-118.4816694,34.1107963
-118.4817164,34.1109125
-118.4818043,34.1111463
-118.4818449,34.1112741
-118.4819122,34.1115236
-118.4819582,34.1117724
-118.481994,34.1120274
-118.4820118,34.112282
-118.4820135,34.1125477
-118.4819983,34.1127911
-118.4818655,34.1146759
-118.4816882,34.1172229
-118.4816627,34.1175272
-118.4816346,34.1177359
-118.4815997,34.117918
-118.4815715,34.1180446
-118.48153,34.1182033
-118.4814683,34.1184043
-118.4813744,34.1186474
-118.4812658,34.1188872
-118.4811585,34.1190949
-118.4810498,34.1192836
-118.4809251,34.119479
-118.4808058,34.1196444
-118.4806569,34.1198321
-118.479355,34.1214411
-118.4720468,34.2660362
-118.4720457,34.2664027
-118.472042,34.2681774
-118.473116,34.2181522
-118.4731012,34.2210524
-118.4730967,34.2217406
-118.473078,34.2244515
-118.4748794,34.1270076
-118.4747265,34.1272183
-118.4745736,34.1274681
-118.47441,34.1277434
-118.4742759,34.1279987
-118.474178,34.128203
-118.4740613,34.1284605
-118.4739742,34.1286804
-118.473879,34.1289368
-118.4737623,34.129302
-118.472145,34.1342665
-118.4718458,34.1351811
-118.4716219,34.1358771
-118.4714037,34.1365493
-118.4713028,34.1368821
-118.4712182,34.1372169
-118.4711753,34.1374245
-118.4711391,34.1376198
-118.4710988,34.137864
-118.471068,34.1381105
-118.4710425,34.1383547
-118.4710318,34.1385711
-118.4710224,34.1387709
-118.4710184,34.1390162
-118.4710264,34.1392638
-118.4710372,34.1394835
-118.4710546,34.1397288
-118.4710881,34.1400208
-118.4711966,34.1408278
-118.4712517,34.1413072
-118.4712765,34.1416014
-118.4712967,34.1419111
-118.4713013,34.142183
-118.4712973,34.1424483
-118.4712853,34.1427524
-118.4712678,34.1429711
-118.471245,34.1432475
-118.4712075,34.1435161
-118.4711619,34.1438013
-118.471123,34.1440122
-118.4710707,34.144263
-118.4710103,34.1445095
-118.4709339,34.1447925
-118.4708494,34.1450533
-118.4707488,34.145363
-118.4706637,34.1456011
-118.4705677,34.1458403
-118.4704833,34.1460639
-118.4703705,34.1463371
-118.4702734,34.1465778
-118.470148,34.1468675
-118.4699589,34.1472753
-118.4697598,34.1476499
-118.4694476,34.1482328
-118.4691787,34.1487439
-118.4688492,34.149383
-118.4686647,34.1497408
-118.473957,34.1983004
-118.4735604,34.2002041
-118.4734342,34.2009372
-118.3877094,33.9769407
-118.3891346,33.9776134
-118.3905789,33.9782829
-118.3907922,33.9783819
-118.3910081,33.9784909
-118.3913568,33.9786877
-118.3916089,33.9788479
-118.3917926,33.978978
-118.3920072,33.9791415
-118.3921775,33.9792849
-118.3923478,33.979429
-118.3924115,33.9794901
-118.3925376,33.9796163
-118.3926719,33.9797763
-118.3928006,33.9799395
-118.3930604,33.9802661
-118.4686647,34.1497408
-118.4685402,34.1500212
-118.4685402,34.1500212
-118.4682574,34.1507293
-118.4681571,34.151068
-118.4680691,34.1514593
-118.4679749,34.1520602
-118.4679307,34.1525954
-118.4679204,34.1531587
-118.4679405,34.1536235
-118.4679663,34.1538876
-118.4680394,34.1543474
-118.4680831,34.154577
-118.4681452,34.1548463
-118.4694084,34.1600525
-118.4694634,34.1626508
-118.4694634,34.1626508
-118.469472,34.1627289
-118.4694723,34.1629527
-118.469502,34.1648013
-118.469496,34.1651925
-118.4694882,34.1655167
-118.4694602,34.1658082
-118.4694281,34.1660313
-118.469373,34.1662953
-118.4692964,34.1665731
-118.4692399,34.1667489
-118.4691623,34.1669737
-118.4690605,34.1672043
-118.468945,34.1674397
-118.4688377,34.1676303
-118.4682235,34.1687047
-118.4681176,34.1688922
-118.4680183,34.1690842
-118.4679057,34.1693327
-118.467789,34.1696468
-118.467693,34.1699563
-118.4673381,34.0739448
-118.4684608,34.0753932
-118.4685795,34.0755454
-118.4687592,34.0757793
-118.4636003,34.0694578
-118.4644698,34.0704157
-118.4650196,34.0710512
-118.4655212,34.0716466
-118.4660053,34.0722431
-118.4673381,34.0739448
-118.4687592,34.0757793
-118.4692079,34.0763698
-118.4696344,34.0769232
-118.4700002,34.0773895
-118.4703646,34.0778227
-118.4706394,34.0781271
-118.4709282,34.0784293
-118.4720477,34.0795752
-118.4724584,34.0800136
-118.4724584,34.0800136
-118.4726103,34.0801922
-118.4727953,34.08041
-118.4730421,34.0807387
-118.473199,34.0809598
-118.4733546,34.0811908
-118.4734967,34.0814185
-118.4736308,34.0816573
-118.4737676,34.0819095
-118.4738843,34.0821461
-118.4740292,34.0824582
-118.4741552,34.0827714
-118.4742813,34.083128
-118.4743671,34.0834045
-118.4744583,34.0837344
-118.4745401,34.0841076
-118.4745951,34.0844031
-118.4746514,34.0847863
-118.4751652,34.088464
-118.4752166,34.0887942
-118.4753118,34.0894959
-118.4754735,34.0905107
-118.4756143,34.0913581
-118.4758985,34.0930409
-118.479355,34.1214411
-118.4788357,34.1220792
-118.4781034,34.1229774
-118.4770842,34.1242486
-118.4762862,34.1252278
-118.475495,34.1262036
-118.4751684,34.1266099
-118.4748794,34.1270076
-118.474002,34.1863375
-118.4740721,34.1869071
-118.4740882,34.1872487
-118.474117,34.1888273
-118.4758985,34.0930409
-118.4760716,34.0941162
-118.4761307,34.0944701
-118.4761789,34.0947421
-118.476209,34.0949012
-118.4762485,34.0950761
-118.4762795,34.095193
-118.4763195,34.0953317
-118.4763841,34.0955429
-118.4764418,34.0956961
-118.4764941,34.0958205
-118.4765498,34.0959432
-118.4766128,34.0960671
-118.4766669,34.0961732
-118.4720861,34.2588521
-118.4720732,34.2638976
-118.4734342,34.2009372
-118.4733443,34.2015112
-118.4733318,34.2017115
-118.4733036,34.2020265
-118.4732895,34.2023326
-118.473264,34.20428
-118.473264,34.20428
-118.4732553,34.2051709
-118.4732439,34.2058403
-118.473204,34.208242
-118.4732012,34.208656
-118.4731497,34.2162243
-118.4731464,34.2168489
-118.473116,34.2181522
-118.473078,34.2244515
-118.4730323,34.2280366
-118.4730283,34.2286082
-118.4729824,34.2316456
-118.4729814,34.2319381
-118.384864,33.9756082
-118.3862995,33.9762822
-118.3877094,33.9769407
-118.4135744,34.0062611
-118.4135848,34.0062756
-118.4136516,34.0063582
-118.4137317,34.006472
-118.4143366,34.0072718
-118.4146518,34.0076587
-118.4149607,34.0080216
-118.4151613,34.0082447
-118.4156713,34.0089345
-118.4156713,34.0089345
-118.4159895,34.0092951
-118.4176111,34.0113445
-118.4024773,33.9921961
-118.4038165,33.9939728
-118.4046175,33.9949999
-118.4051556,33.9957064
-118.4079653,33.9991478
-118.4085112,33.9998402
-118.474117,34.1888273
-118.4741207,34.1891528
-118.4741304,34.1900065
-118.4741906,34.1936473
-118.4741985,34.1941339
-118.4742284,34.1958344
-118.474229,34.1962863
-118.4742156,34.1966335
-118.4741941,34.1969507
-118.4741552,34.1972558
-118.474115,34.1975109
-118.4740412,34.1979268
-118.473957,34.1983004
-118.435334,34.0329164
-118.4355635,34.03308
-118.4359359,34.0333411
-118.4362022,34.0335516
-118.4364226,34.033693
-118.4366231,34.0338725
-118.436786,34.0340325
-118.4370033,34.0342681
-118.4371859,34.0344798
-118.4372869,34.0346004
-118.4374212,34.0347758
-118.4376021,34.0350405
-118.4377346,34.0352485
-118.4379032,34.0355501
-118.4380453,34.0358391
-118.4382727,34.0363295
-118.44348,34.0435102
-118.4443351,34.0444438
-118.4464386,34.0468886
-118.4466576,34.0471435
-118.4475038,34.0481166
-118.4476146,34.0482528
-118.4477858,34.0484714
-118.447925,34.0486592
-118.4482091,34.049094
-118.4280476,34.024558
-118.4289034,34.0255815
-118.4085112,33.9998402
-118.4087843,34.0001863
-118.408914,34.0003417
-118.4090862,34.0005634
-118.4097247,34.0013672
-118.409993,34.0017079
-118.4106365,34.0025196
-118.4110603,34.0030576
-118.4113792,34.0034619
-118.4134157,34.0060832
-118.4135744,34.0062611
-118.4176111,34.0113445
-118.4181762,34.0120748
-118.4184737,34.0124528
-118.4188909,34.0129655
-118.4217073,34.0165242
-118.4231349,34.0183245
-118.425677,34.021533
-118.4280476,34.024558
-118.4482091,34.049094
-118.4482746,34.0491972
-118.4483245,34.0492861
-118.4484163,34.0494527
-118.448441,34.0494986
-118.4485529,34.0497104
-118.4486541,34.0499232
-118.4487581,34.0501604
-118.4488432,34.0503749
-118.4489143,34.0505782
-118.4490283,34.0509227
-118.4492268,34.0515572
-118.4493327,34.0518572
-118.4494084,34.0520945
-118.4495296,34.0524523
-118.4496709,34.0528346
-118.4548224,34.0592693
-118.4553328,34.0599267
-118.4554147,34.0600314
-118.4556788,34.0603548
-118.456399,34.0612214
-118.4574048,34.062388
-118.4584985,34.0636584
-118.4591188,34.0643822
-118.4594319,34.0647372
-118.4600897,34.0654876
-118.4614855,34.0670506
-118.4616128,34.0671949
-118.4636003,34.0694578
-118.3968572,33.9850196
-118.397483,33.9858137
-118.3988351,33.9875314
-118.3992154,33.9880124
-118.3997964,33.9887483
-118.4002372,33.9893025
-118.4003131,33.9894022
-118.3958503,33.9837448
-118.3963376,33.9843537
-118.3968572,33.9850196
-118.4681452,34.1548463
-118.4682348,34.1551517
-118.4683098,34.155401
-118.4689491,34.1572155
-118.4690114,34.1573876
-118.4691053,34.1577205
-118.4692032,34.1580706
-118.4692575,34.1583014
-118.4692984,34.1585128
-118.4693427,34.1587919
-118.4693755,34.1590783
-118.4693956,34.1593973
-118.4694084,34.1600525
-118.472042,34.2681774
-118.4720391,34.2685598
-118.4720187,34.2704943
-118.4720188,34.2708626
-118.4720167,34.2710263
-118.4720068,34.2712394
-118.4719871,34.2715486
-118.4719646,34.2717725
-118.471928,34.2720436
-118.471886,34.2722916
-118.4718499,34.2724795
-118.4717909,34.2727643
-118.4717345,34.2730015
-118.4716688,34.2732464
-118.4715602,34.2736077
-118.4713966,34.274082
-118.470607,34.276262
-118.4688197,34.2821564
-118.468671,34.282789
-118.4679397,34.2860194
-118.467738,34.2868788
-118.4675919,34.2874883
-118.4675154,34.2878162
-118.4674543,34.2880917
-118.4674108,34.2883647
-118.4673804,34.2886235
-118.4673665,34.2888611
-118.4673616,34.2891137
-118.4673652,34.2893243
-118.4673736,34.2894622
-118.467392,34.2896766
-118.4674162,34.2898762
-118.4674693,34.2901658
-118.4675499,34.2905258
-118.4675986,34.290706
-118.4676456,34.2908575
-118.4678645,34.2914089
-118.4680022,34.2917165
-118.4681525,34.2920051
-118.4684178,34.2924377
-118.468617,34.292726
-118.4689182,34.2931014
-118.4692608,34.2934712
-118.4696773,34.2938648
-118.4700635,34.2942149
-118.4711574,34.2951908
-118.472044,34.2959603
-118.4729814,34.2319381
-118.4729745,34.233887
-118.4729585,34.2353502
-118.4729568,34.2357954
-118.4729394,34.2374782
-118.4729272,34.238657
-118.4729272,34.238657
-118.472919,34.2399106
-118.4729026,34.241373
-118.4728914,34.2426203
-118.472885,34.2430315
-118.4728659,34.2452024
-118.4728557,34.2454943
-118.4728362,34.2457576
-118.4728141,34.2459566
-118.4727839,34.2461534
-118.4727518,34.2463491
-118.4726867,34.2466678
-118.4723859,34.2479817
-118.4723441,34.2481755
-118.4723079,34.2483611
-118.4722636,34.2486782
-118.4722368,34.2489071
-118.4722295,34.249077
-118.4722274,34.2492951
-118.4722222,34.249489
-118.4722144,34.2497836
-118.4722093,34.2502802
-118.4721995,34.2511198
-118.4720754,34.253863
-118.4382727,34.0363295
-118.4385717,34.0369854
-118.4386243,34.0370993
-118.4387962,34.0374716
-118.4389511,34.0377773
-118.439076,34.03802
-118.4391893,34.0382151
-118.4393143,34.0384291
-118.4394797,34.0386841
-118.4396623,34.0389606
-118.4398777,34.0392375
-118.4400609,34.0394692
-118.440537,34.0400401
-118.4496709,34.0528346
-118.4499948,34.0532459
-118.4501407,34.0534836
-118.4503047,34.0537192
-118.4504032,34.053866
-118.4505519,34.0540673
-118.4507208,34.0542839
-118.4511083,34.0547383
-118.451575,34.0552828
-118.4518824,34.0556434
-118.4521538,34.0559599
-118.4525688,34.0564416
-118.4529537,34.0568966
-118.4531857,34.05719
-118.4535344,34.0576272
-118.4544002,34.058737
-118.4548224,34.0592693
-118.440537,34.0400401
-118.4429163,34.0428494
-118.44348,34.0435102
-118.470607,34.276262
-118.4701473,34.2775523
-118.4697321,34.2788164
-118.4695644,34.2793693
-118.4692535,34.2804397
-118.4691113,34.2809793
-118.468978,34.2815059
-118.4688197,34.2821564
-118.3930604,33.9802661
-118.3934517,33.9807132
-118.3939666,33.9813662
-118.394362,33.981861
-118.3949229,33.9825766
-118.3958503,33.9837448
