Longitude,Latitude
-118.0135385,33.7520492
-118.0141795,33.7525911
-118.0146851,33.7530204
-118.0154723,33.7536894
-118.0159645,33.7541031
-118.0164325,33.7545014
-118.016737,33.7547559
-118.0171661,33.7551122
-118.0175247,33.7554132
-118.0191753,33.7567979
-118.0212269,33.7584897
-118.0222947,33.7593813
-118.0233818,33.7602895
-118.0238153,33.7606533
-118.0242266,33.7609946
-118.0249822,33.7616234
-118.0253889,33.761966
-118.0258141,33.7623208
-118.0284568,33.7645239
-118.0296467,33.7655185
-118.0314656,33.7670355
-118.0345548,33.7696181
-118.0356987,33.7705688
-118.0362026,33.7709922
-118.0365626,33.7712918
-118.0376273,33.7721816
-118.0380355,33.7725242
-118.0382509,33.7726999
-118.0384686,33.7728736
-118.0386788,33.7730347
-118.0389099,33.7731958
-118.0391487,33.7733535
-118.0394073,33.7735063
-118.0396239,33.7736276
-118.0398533,33.7737499
-118.0401014,33.7738703
-118.0403518,33.7739828
-118.0405923,33.7740818
-118.0408491,33.7741828
-118.0411042,33.7742701
-118.0413593,33.7743516
-118.0417604,33.7744647
-118.0421731,33.7745603
-118.0423741,33.7746008
-118.0425813,33.7746379
-118.0430758,33.7747141
-118.0435763,33.7747549
-118.0441003,33.7747787
-118.0445703,33.7747764
-118.0450409,33.7747528
-118.0477325,33.7745214
-118.0482596,33.7744707
-118.0487813,33.7744267
-118.0492976,33.7743938
-118.0498139,33.7743809
-118.0500643,33.7743795
-118.0517118,33.7743829
-118.0517118,33.7743829
-118.0541402,33.7743852
-118.0568322,33.7743715
-118.0632243,33.7743953
-118.0758672,33.7744694
-118.0801188,33.7744751
-118.0833073,33.7744929
-118.0836581,33.774499
-118.0839163,33.7745135
-118.0841749,33.7745361
-118.0844316,33.7745688
-118.0847002,33.7746104
-118.0849667,33.7746639
-118.0850954,33.7746914
-118.090431,33.7812977
-118.0907911,33.7825705
-118.0909413,33.7830766
-118.0910928,33.7834712
-118.0918907,33.7847763
-118.0921114,33.7850423
-118.0930938,33.7859629
-118.0933186,33.7861277
-118.0944199,33.7869705
-118.095798,33.7880039
-118.0036687,33.7439765
-118.0083023,33.7478697
-118.0083023,33.7478697
-118.0086454,33.7481562
-117.971828,33.7201045
-117.972336,33.7205295
-117.9738864,33.721808
