Longitude,Latitude,lanes,maxspeed,road_name,ref,direction
-118.2813803,33.7863679,5,65 mph,Harbor Freeway,I 110,South
-118.2813407,33.7861233,5,65 mph,Harbor Freeway,I 110,South
-118.2813064,33.7858899,5,65 mph,Harbor Freeway,I 110,South
-118.280782,33.7825433,5,65 mph,Harbor Freeway,I 110,South
-118.2802312,33.9374842,6,65 mph,Harbor Freeway,I 110,South
-118.2802505,33.936794,6,65 mph,Harbor Freeway,I 110,South
-118.2802751,33.9362961,6,65 mph,Harbor Freeway,I 110,South
-118.2803021,33.935953,6,65 mph,Harbor Freeway,I 110,South
-118.2803441,33.9355997,6,65 mph,Harbor Freeway,I 110,South
-118.2810153,33.9790857,5,65 mph,Harbor Freeway,I 110,South
-118.2810168,33.9789131,5,65 mph,Harbor Freeway,I 110,South
-118.281017,33.9785075,5,65 mph,Harbor Freeway,I 110,South
-118.2810712,33.9632086,4,65 mph,Harbor Freeway,I 110,South
-118.2811166,33.9610069,4,65 mph,Harbor Freeway,I 110,South
-118.2811279,33.9603116,4,65 mph,Harbor Freeway,I 110,South
-118.2811265,33.9598593,4,65 mph,Harbor Freeway,I 110,South
-118.2811259,33.9592579,4,65 mph,Harbor Freeway,I 110,South
-118.2840419,33.9194531,5,65 mph,Harbor Freeway,I 110,South
-118.284456,33.9189701,5,65 mph,Harbor Freeway,I 110,South
-118.2847175,33.9186607,5,65 mph,Harbor Freeway,I 110,South
-118.2849524,33.9183518,5,65 mph,Harbor Freeway,I 110,South
-118.2852392,33.917944,5,65 mph,Harbor Freeway,I 110,South
-118.2854444,33.9176213,5,65 mph,Harbor Freeway,I 110,South
-118.2856536,33.9172618,5,65 mph,Harbor Freeway,I 110,South
-118.2857917,33.9170014,5,65 mph,Harbor Freeway,I 110,South
-118.2859572,33.9166706,5,65 mph,Harbor Freeway,I 110,South
-118.2861353,33.9162538,5,65 mph,Harbor Freeway,I 110,South
-118.2857989,33.8885392,5,65 mph,Harbor Freeway,I 110,South
-118.2856943,33.8855329,5,65 mph,Harbor Freeway,I 110,South
-118.2856779,33.8852462,5,65 mph,Harbor Freeway,I 110,South
-118.2855776,33.8843695,5,65 mph,Harbor Freeway,I 110,South
-118.2850263,33.8535761,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.28507,33.8522109,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.2851278,33.8494691,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.2850929,33.8475826,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.285126,33.8471033,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.280782,33.7825433,4,65 mph,Harbor Freeway,I 110,South
-118.280568,33.7812839,4,65 mph,Harbor Freeway,I 110,South
-118.280476,33.7806088,4,65 mph,Harbor Freeway,I 110,South
-118.2803655,33.7791314,4,65 mph,Harbor Freeway,I 110,South
-118.2803453,33.7788766,4,65 mph,Harbor Freeway,I 110,South
-118.2801217,33.7759333,4,65 mph,Harbor Freeway,I 110,South
-118.283892,33.7936604,4,65 mph,Harbor Freeway,I 110,South
-118.2829884,33.7923052,4,65 mph,Harbor Freeway,I 110,South
-118.282688,33.7917702,4,65 mph,Harbor Freeway,I 110,South
-118.2824649,33.7912709,4,65 mph,Harbor Freeway,I 110,South
-118.2822544,33.7907498,4,65 mph,Harbor Freeway,I 110,South
-118.2821389,33.7904317,4,65 mph,Harbor Freeway,I 110,South
-118.281881,33.7895221,4,65 mph,Harbor Freeway,I 110,South
-118.2817667,33.7889608,4,65 mph,Harbor Freeway,I 110,South
-118.2813803,33.7863679,4,65 mph,Harbor Freeway,I 110,South
-118.2800126,33.7745884,4,65 mph,Harbor Freeway,I 110,South
-118.2799118,33.7733863,4,65 mph,Harbor Freeway,I 110,South
-118.2799157,33.772787,4,65 mph,Harbor Freeway,I 110,South
-118.2800344,33.7720134,4,65 mph,Harbor Freeway,I 110,South
-118.281277,34.0137383,4,65 mph,Harbor Freeway,I 110,South
-118.2812764,34.0133664,4,65 mph,Harbor Freeway,I 110,South
-118.2812923,34.0120421,4,65 mph,Harbor Freeway,I 110,South
-118.2812878,34.0112328,4,65 mph,Harbor Freeway,I 110,South
-118.2812851,34.0109392,4,65 mph,Harbor Freeway,I 110,South
-118.2812826,34.0106792,4,65 mph,Harbor Freeway,I 110,South
-118.285242,33.8786666,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.285231,33.8782177,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.2851712,33.8766967,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.2851502,33.8753177,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.2851151,33.8730167,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.2850779,33.8725422,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.285071,33.8719244,"['5', '6']",65 mph,Harbor Freeway,I 110,South
-118.2884754,33.8057073,4,65 mph,Harbor Freeway,I 110,South
-118.2887471,33.8044465,4,65 mph,Harbor Freeway,I 110,South
-118.2888274,33.8040759,4,65 mph,Harbor Freeway,I 110,South
-118.288896,33.8037834,4,65 mph,Harbor Freeway,I 110,South
-118.288999,33.8033412,4,65 mph,Harbor Freeway,I 110,South
-118.2890677,33.8029133,4,65 mph,Harbor Freeway,I 110,South
-118.2890934,33.8024925,4,65 mph,Harbor Freeway,I 110,South
-118.2890848,33.8020503,4,65 mph,Harbor Freeway,I 110,South
-118.2890419,33.8016224,4,65 mph,Harbor Freeway,I 110,South
-118.2889818,33.801223,4,65 mph,Harbor Freeway,I 110,South
-118.288896,33.800845,4,65 mph,Harbor Freeway,I 110,South
-118.288793,33.8004812,4,65 mph,Harbor Freeway,I 110,South
-118.2886814,33.8001603,4,65 mph,Harbor Freeway,I 110,South
-118.2885699,33.7998892,4,65 mph,Harbor Freeway,I 110,South
-118.2884325,33.7996039,4,65 mph,Harbor Freeway,I 110,South
-118.288278,33.7993186,4,65 mph,Harbor Freeway,I 110,South
-118.2881235,33.7990761,4,65 mph,Harbor Freeway,I 110,South
-118.2879862,33.7988836,4,65 mph,Harbor Freeway,I 110,South
-118.2878746,33.7987338,4,65 mph,Harbor Freeway,I 110,South
-118.2876858,33.7984913,4,65 mph,Harbor Freeway,I 110,South
-118.2874455,33.7982202,4,65 mph,Harbor Freeway,I 110,South
-118.2871279,33.7978921,4,65 mph,Harbor Freeway,I 110,South
-118.2868361,33.7975997,4,65 mph,Harbor Freeway,I 110,South
-118.2861034,33.7968607,4,65 mph,Harbor Freeway,I 110,South
-118.2855871,33.7962468,4,65 mph,Harbor Freeway,I 110,South
-118.283892,33.7936604,4,65 mph,Harbor Freeway,I 110,South
-118.2878913,33.8082736,4,65 mph,Harbor Freeway,I 110,South
-118.2884754,33.8057073,4,65 mph,Harbor Freeway,I 110,South
-118.2875,33.8123485,4,65 mph,Harbor Freeway,I 110,South
-118.2874541,33.8110864,4,65 mph,Harbor Freeway,I 110,South
-118.2874712,33.8106442,4,65 mph,Harbor Freeway,I 110,South
-118.2875141,33.8101878,4,65 mph,Harbor Freeway,I 110,South
-118.2875828,33.8097029,4,65 mph,Harbor Freeway,I 110,South
-118.2876601,33.8092322,4,65 mph,Harbor Freeway,I 110,South
-118.2877201,33.8089326,4,65 mph,Harbor Freeway,I 110,South
-118.2878913,33.8082736,4,65 mph,Harbor Freeway,I 110,South
-118.2907476,33.7569438,3,65 mph,Harbor Freeway,I 110,South
-118.2909126,33.7563604,3,65 mph,Harbor Freeway,I 110,South
-118.2910106,33.7560187,3,65 mph,Harbor Freeway,I 110,South
-118.2911067,33.7556114,3,65 mph,Harbor Freeway,I 110,South
-118.291169,33.7552793,3,65 mph,Harbor Freeway,I 110,South
-118.2912169,33.7548799,3,65 mph,Harbor Freeway,I 110,South
-118.2912584,33.7542978,3,65 mph,Harbor Freeway,I 110,South
-118.2912478,33.7537118,3,65 mph,Harbor Freeway,I 110,South
-118.291236,33.7532526,3,65 mph,Harbor Freeway,I 110,South
-118.291236,33.7532526,3,65 mph,Harbor Freeway,I 110,South
-118.2911981,33.7524031,3,65 mph,Harbor Freeway,I 110,South
-118.291111,33.7506906,3,65 mph,Harbor Freeway,I 110,South
-118.2910585,33.7496368,3,65 mph,Harbor Freeway,I 110,South
-118.2910411,33.7493063,3,65 mph,Harbor Freeway,I 110,South
-118.2910074,33.7486536,3,65 mph,Harbor Freeway,I 110,South
-118.2910072,33.7485646,3,65 mph,Harbor Freeway,I 110,South
-118.2910092,33.7485017,3,65 mph,Harbor Freeway,I 110,South
-118.2910129,33.7484334,3,65 mph,Harbor Freeway,I 110,South
-118.2910201,33.7483727,3,65 mph,Harbor Freeway,I 110,South
-118.2910316,33.7483012,3,65 mph,Harbor Freeway,I 110,South
-118.2910459,33.7482367,3,65 mph,Harbor Freeway,I 110,South
-118.2910637,33.7481716,3,65 mph,Harbor Freeway,I 110,South
-118.2910845,33.7481058,3,65 mph,Harbor Freeway,I 110,South
-118.2911067,33.7480426,3,65 mph,Harbor Freeway,I 110,South
-118.2911341,33.7479772,3,65 mph,Harbor Freeway,I 110,South
-118.2911606,33.7479199,3,65 mph,Harbor Freeway,I 110,South
-118.2911953,33.7478542,3,65 mph,Harbor Freeway,I 110,South
-118.2912274,33.7477974,3,65 mph,Harbor Freeway,I 110,South
-118.2912684,33.7477339,3,65 mph,Harbor Freeway,I 110,South
-118.2913059,33.7476798,3,65 mph,Harbor Freeway,I 110,South
-118.29135,33.7476226,3,65 mph,Harbor Freeway,I 110,South
-118.2913923,33.7475698,3,65 mph,Harbor Freeway,I 110,South
-118.2914401,33.7475166,3,65 mph,Harbor Freeway,I 110,South
-118.2914902,33.7474655,3,65 mph,Harbor Freeway,I 110,South
-118.2915446,33.7474139,3,65 mph,Harbor Freeway,I 110,South
-118.2915969,33.7473666,3,65 mph,Harbor Freeway,I 110,South
-118.291655,33.7473165,3,65 mph,Harbor Freeway,I 110,South
-118.2917105,33.7472698,3,65 mph,Harbor Freeway,I 110,South
-118.2917895,33.7472045,3,65 mph,Harbor Freeway,I 110,South
-118.2919108,33.7471042,3,65 mph,Harbor Freeway,I 110,South
-118.2920922,33.7469536,3,65 mph,Harbor Freeway,I 110,South
-118.2923208,33.7467645,3,65 mph,Harbor Freeway,I 110,South
-118.2923463,33.7467366,3,65 mph,Harbor Freeway,I 110,South
-118.2923671,33.7467053,3,65 mph,Harbor Freeway,I 110,South
-118.2923845,33.7466741,3,65 mph,Harbor Freeway,I 110,South
-118.292398,33.7466429,3,65 mph,Harbor Freeway,I 110,South
-118.2849603,33.8556497,5,65 mph,Harbor Freeway,I 110,South
-118.2849691,33.8552268,5,65 mph,Harbor Freeway,I 110,South
-118.2850263,33.8535761,5,65 mph,Harbor Freeway,I 110,South
-118.285177,33.8641435,"['3', '5', '4']",65 mph,Harbor Freeway,I 110,South
-118.2852092,33.863741,"['3', '5', '4']",65 mph,Harbor Freeway,I 110,South
-118.2852147,33.8636807,"['3', '5', '4']",65 mph,Harbor Freeway,I 110,South
-118.2852644,33.8629205,"['3', '5', '4']",65 mph,Harbor Freeway,I 110,South
-118.2852806,33.8626639,"['3', '5', '4']",65 mph,Harbor Freeway,I 110,South
-118.2852749,33.8623521,"['3', '5', '4']",65 mph,Harbor Freeway,I 110,South
-118.2852549,33.8620401,"['3', '5', '4']",65 mph,Harbor Freeway,I 110,South
-118.2852206,33.8617051,"['3', '5', '4']",65 mph,Harbor Freeway,I 110,South
-118.2851862,33.8614414,"['3', '5', '4']",65 mph,Harbor Freeway,I 110,South
-118.2851347,33.8610636,"['3', '5', '4']",65 mph,Harbor Freeway,I 110,South
