Longitude,Latitude,lanes,maxspeed,road_name,ref,direction
-116.9870321,33.9321309,3,70 mph,,I 10,West
-116.9875036,33.9324381,3,70 mph,,I 10,West
-116.9876477,33.9325281,3,70 mph,,I 10,West
-116.987765,33.9325926,3,70 mph,,I 10,West
-116.9878869,33.9326533,3,70 mph,,I 10,West
-116.9886417,33.9330129,3,70 mph,,I 10,West
-116.9901836,33.9336376,3,70 mph,,I 10,West
-117.092564,34.015533,3,65 mph,,I 10,West
-117.0934693,34.0157487,3,65 mph,,I 10,West
-117.0941403,34.0159595,3,65 mph,,I 10,West
-117.094982,34.0163116,3,65 mph,,I 10,West
-117.0957202,34.016646,3,65 mph,,I 10,West
-117.0973142,34.0176652,3,65 mph,,I 10,West
-117.0976159,34.0178581,3,65 mph,,I 10,West
-117.0981578,34.018204,3,65 mph,,I 10,West
-117.0981578,34.018204,4,65 mph,,I 10,West
-117.1005353,34.0196838,4,65 mph,,I 10,West
-117.103402,34.0214551,4,65 mph,,I 10,West
-117.1047925,34.0223799,4,65 mph,,I 10,West
-117.1058653,34.0229846,4,65 mph,,I 10,West
-117.1066893,34.0233901,4,65 mph,,I 10,West
-117.1071786,34.0235537,4,65 mph,,I 10,West
-117.1078051,34.0237458,4,65 mph,,I 10,West
-117.108878,34.0239805,4,65 mph,,I 10,West
-117.1128777,34.0248128,4,65 mph,,I 10,West
-117.1146517,34.0251841,4,65 mph,,I 10,West
-117.1163885,34.0256796,4,65 mph,,I 10,West
-117.0165666,33.9557517,3,70 mph,,I 10,West
-117.0182682,33.9568566,3,70 mph,,I 10,West
-117.0220798,33.9593781,3,70 mph,,I 10,West
-117.0319802,33.9664287,3,70 mph,,I 10,West
-117.0322935,33.9665947,3,70 mph,,I 10,West
-117.0340248,33.9674296,3,70 mph,,I 10,West
-117.0349723,33.9678969,3,70 mph,,I 10,West
-117.036019,33.9685109,3,70 mph,,I 10,West
-117.0366132,33.9689262,3,70 mph,,I 10,West
-117.0372687,33.9694275,3,70 mph,,I 10,West
-117.0380139,33.9700793,3,70 mph,,I 10,West
-117.0473565,33.9761063,3,70 mph,,I 10,West
-117.047933,33.9765844,3,70 mph,,I 10,West
-117.0487587,33.977382,3,70 mph,,I 10,West
-117.0491393,33.977817,3,70 mph,,I 10,West
-117.0495157,33.9783052,3,70 mph,,I 10,West
-117.0501342,33.979192,3,70 mph,,I 10,West
-117.0506799,33.9802526,3,70 mph,,I 10,West
-117.051027,33.9809557,3,70 mph,,I 10,West
-117.0518047,33.982531,3,70 mph,,I 10,West
-117.0521729,33.9832139,3,70 mph,,I 10,West
-117.0527327,33.9843576,3,70 mph,,I 10,West
-117.0535401,33.985879,3,70 mph,,I 10,West
-117.0541601,33.9869356,3,70 mph,,I 10,West
-117.0550634,33.9883693,3,70 mph,,I 10,West
-117.0557568,33.9893768,3,70 mph,,I 10,West
-117.0005388,33.9421463,3,70 mph,,I 10,West
-117.0010312,33.9427415,3,70 mph,,I 10,West
-117.0015122,33.9433329,3,70 mph,,I 10,West
-117.0030329,33.9451361,3,70 mph,,I 10,West
-117.0041362,33.9463874,3,70 mph,,I 10,West
-117.0045504,33.946774,3,70 mph,,I 10,West
-117.0050083,33.9472261,3,70 mph,,I 10,West
-117.0050083,33.9472261,3,70 mph,,I 10,West
-117.0051283,33.9473391,3,70 mph,,I 10,West
-117.006043,33.9481552,3,70 mph,,I 10,West
-117.0066656,33.9486286,3,70 mph,,I 10,West
-117.0074653,33.9492207,3,70 mph,,I 10,West
-117.0085304,33.949983,3,70 mph,,I 10,West
-117.0122739,33.9526752,3,70 mph,,I 10,West
