Longitude,Latitude,lanes,maxspeed,road_name,ref,direction
-116.9881018,33.9320816,"['5', '4']",70 mph,,I 10,East
-116.9879852,33.9320342,"['5', '4']",70 mph,,I 10,East
-116.987894,33.931997,"['5', '4']",70 mph,,I 10,East
-116.9875363,33.9318416,"['5', '4']",70 mph,,I 10,East
-116.9873847,33.9317716,"['5', '4']",70 mph,,I 10,East
-116.9872854,33.9317237,"['5', '4']",70 mph,,I 10,East
-116.9871836,33.9316724,"['5', '4']",70 mph,,I 10,East
-116.9870771,33.9316156,"['5', '4']",70 mph,,I 10,East
-116.9869734,33.9315555,"['5', '4']",70 mph,,I 10,East
-116.9868553,33.9314848,"['5', '4']",70 mph,,I 10,East
-116.9866612,33.9313644,"['5', '4']",70 mph,,I 10,East
-116.9865139,33.9312634,"['5', '4']",70 mph,,I 10,East
-116.9863122,33.9311203,"['5', '4']",70 mph,,I 10,East
-116.9861752,33.9310172,"['5', '4']",70 mph,,I 10,East
-116.986093,33.9309508,"['5', '4']",70 mph,,I 10,East
-116.986022,33.9308912,"['5', '4']",70 mph,,I 10,East
-116.9859592,33.930835,"['5', '4']",70 mph,,I 10,East
-116.9856987,33.9305968,"['5', '4']",70 mph,,I 10,East
-116.9854403,33.9303612,"['5', '4']",70 mph,,I 10,East
-116.9844764,33.9295161,"['5', '4']",70 mph,,I 10,East
-116.9838635,33.9289543,"['5', '4']",70 mph,,I 10,East
-116.983596,33.9287287,"['5', '4']",70 mph,,I 10,East
-116.9833611,33.9285522,"['5', '4']",70 mph,,I 10,East
-116.9830574,33.9283386,"['5', '4']",70 mph,,I 10,East
-116.9827071,33.9281201,"['5', '4']",70 mph,,I 10,East
-116.9823618,33.9279252,"['5', '4']",70 mph,,I 10,East
-116.9819293,33.927726,"['5', '4']",70 mph,,I 10,East
-116.9814964,33.9275571,"['5', '4']",70 mph,,I 10,East
-116.9811412,33.9274337,"['5', '4']",70 mph,,I 10,East
-116.9804955,33.9272323,"['5', '4']",70 mph,,I 10,East
-117.0928154,34.0153546,3,"['65 mph', '70 mph']",,I 10,East
-117.0925267,34.015312,3,"['65 mph', '70 mph']",,I 10,East
