Longitude,Latitude,lanes,maxspeed,road_name,ref,direction
-118.2856177,33.8944641,5,65 mph,Harbor Freeway,I 110,North
-118.2857166,33.8949629,5,65 mph,Harbor Freeway,I 110,North
-118.2858758,33.8956576,5,65 mph,Harbor Freeway,I 110,North
-118.2861208,33.8967892,5,65 mph,Harbor Freeway,I 110,North
-118.2861761,33.8970447,5,65 mph,Harbor Freeway,I 110,North
-118.2862896,33.8976231,5,65 mph,Harbor Freeway,I 110,North
-118.2863456,33.8980264,5,65 mph,Harbor Freeway,I 110,North
-118.28638,33.8984438,5,65 mph,Harbor Freeway,I 110,North
-118.2872272,33.8309609,4,65 mph,Harbor Freeway,I 110,North
-118.2872129,33.836374,4,65 mph,Harbor Freeway,I 110,North
-118.2871982,33.8368187,4,65 mph,Harbor Freeway,I 110,North
-118.2870958,33.8375045,4,65 mph,Harbor Freeway,I 110,North
-118.2860055,33.8419473,4,65 mph,Harbor Freeway,I 110,North
-118.2806188,33.9790885,4,65 mph,Harbor Freeway,I 110,North
-118.2806231,33.97999,4,65 mph,Harbor Freeway,I 110,North
-118.280611,33.980466,4,65 mph,Harbor Freeway,I 110,North
-118.2805838,33.9809063,4,65 mph,Harbor Freeway,I 110,North
-118.28054,33.9814079,4,65 mph,Harbor Freeway,I 110,North
-118.2804508,33.9822629,4,65 mph,Harbor Freeway,I 110,North
-118.2804262,33.9825002,4,65 mph,Harbor Freeway,I 110,North
-118.2803804,33.9829581,4,65 mph,Harbor Freeway,I 110,North
-118.2803442,33.9834152,4,65 mph,Harbor Freeway,I 110,North
-118.2803219,33.9838354,4,65 mph,Harbor Freeway,I 110,North
-118.2802806,33.985437,4,65 mph,Harbor Freeway,I 110,North
-118.2857113,33.9162935,5,65 mph,Harbor Freeway,I 110,North
-118.2852719,33.9171851,5,65 mph,Harbor Freeway,I 110,North
-118.2850622,33.9175189,5,65 mph,Harbor Freeway,I 110,North
-118.2848542,33.9178352,5,65 mph,Harbor Freeway,I 110,North
-118.2845731,33.9182315,5,65 mph,Harbor Freeway,I 110,North
-118.2843205,33.9185517,5,65 mph,Harbor Freeway,I 110,North
-118.2840636,33.9188541,5,65 mph,Harbor Freeway,I 110,North
-118.2837425,33.9191971,5,65 mph,Harbor Freeway,I 110,North
-118.2833436,33.9196019,5,65 mph,Harbor Freeway,I 110,North
-118.2827983,33.920158,5,65 mph,Harbor Freeway,I 110,North
-118.282494,33.920478,5,65 mph,Harbor Freeway,I 110,North
-118.28226,33.9207545,5,65 mph,Harbor Freeway,I 110,North
-118.2821114,33.9209587,5,65 mph,Harbor Freeway,I 110,North
-118.2819786,33.9211554,5,65 mph,Harbor Freeway,I 110,North
-118.2818436,33.9213719,5,65 mph,Harbor Freeway,I 110,North
-118.2817243,33.9215916,5,65 mph,Harbor Freeway,I 110,North
-118.2863495,33.9008959,5,65 mph,Harbor Freeway,I 110,North
-118.2863528,33.9026968,5,65 mph,Harbor Freeway,I 110,North
-118.2863738,33.9042765,5,65 mph,Harbor Freeway,I 110,North
-118.2863769,33.905868,5,65 mph,Harbor Freeway,I 110,North
-118.2863855,33.906439,5,65 mph,Harbor Freeway,I 110,North
-118.2848282,33.8690852,"['5', '6']",65 mph,Harbor Freeway,I 110,North
-118.2848453,33.8695727,"['5', '6']",65 mph,Harbor Freeway,I 110,North
-118.2848496,33.8700519,"['5', '6']",65 mph,Harbor Freeway,I 110,North
-118.2848198,33.8715345,"['5', '6']",65 mph,Harbor Freeway,I 110,North
-118.2848039,33.8723897,"['5', '6']",65 mph,Harbor Freeway,I 110,North
-118.2848147,33.8725553,"['5', '6']",65 mph,Harbor Freeway,I 110,North
-118.2848147,33.8730256,"['5', '6']",65 mph,Harbor Freeway,I 110,North
-118.284821,33.8732587,"['5', '6']",65 mph,Harbor Freeway,I 110,North
-118.284844,33.8502387,3,65 mph,Harbor Freeway,I 110,North
-118.284871,33.8518071,3,65 mph,Harbor Freeway,I 110,North
-118.2848362,33.8531493,3,65 mph,Harbor Freeway,I 110,North
-118.2846908,33.8556098,3,65 mph,Harbor Freeway,I 110,North
-118.2872655,33.8249907,4,65 mph,Harbor Freeway,I 110,North
-118.2872272,33.8309609,4,65 mph,Harbor Freeway,I 110,North
-118.2811079,33.7862436,4,65 mph,Harbor Freeway,I 110,North
-118.281495,33.7888884,4,65 mph,Harbor Freeway,I 110,North
