Longitude,Latitude,lanes,maxspeed,road_name,ref,direction
-118.4322376,34.2701379,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4324644,34.2699896,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4325247,34.2699507,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.433055,34.2695558,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.433973,34.2690483,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4345242,34.2687723,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4349118,34.268605,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4353305,34.2684584,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4353305,34.2684584,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4359353,34.2682531,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4363434,34.2681383,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4365525,34.2680791,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4367496,34.2680303,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4369684,34.2679772,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4372655,34.2679175,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4376989,34.2678475,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4409255,34.2673833,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4414946,34.267303,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4433359,34.2670335,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4442333,34.2669051,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4457104,34.2666987,4,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4219489,34.2781103,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4222001,34.2779192,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4250122,34.2755598,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4253118,34.2753128,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.426898,34.2740496,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.426898,34.2740496,"['5', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4273851,34.273682,"['5', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4285337,34.2728425,"['5', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4291609,34.2723914,"['5', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4302632,34.2715834,"['5', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4322376,34.2701379,"['5', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.459947,34.2660263,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4633712,34.2660438,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4633712,34.2660438,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4665374,34.2660591,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4670188,34.2660514,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4676143,34.2660544,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4702532,34.2660844,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4718155,34.266091,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4457104,34.2666987,"['3', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4460828,34.2666408,"['3', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4489282,34.2662201,"['3', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4496795,34.2661287,"['3', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4499458,34.2661074,"['3', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4504605,34.2660731,"['3', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.4517044,34.2659893,"['3', '4']",65 mph,Ronald Reagan Freeway,CA 118,West
-118.5083438,34.2780078,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5132216,34.2778781,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5141456,34.2778536,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5150353,34.2778547,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5158308,34.2778729,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5165529,34.2778996,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5172178,34.2779433,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.520653,34.2782228,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5216258,34.2782821,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5226971,34.2783229,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5256031,34.2783539,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5261401,34.2783391,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5266275,34.2783107,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5272697,34.2782369,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.528068,34.2780911,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5287907,34.2779057,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5295294,34.2776699,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5300996,34.2774425,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.5330684,34.2762829,6,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4961424,34.2768065,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4967559,34.2770938,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4971307,34.2772513,5,65 mph,Ronald Reagan Freeway,CA 118,West
-118.4974879,34.2773812,5,65 mph,Ronald Reagan Freeway,CA 118,West
