Longitude,Latitude,lanes,maxspeed,road_name,ref,direction
-118.3912764,34.1738401,6,65 mph,Hollywood Freeway,CA 170,North
-118.3915913,34.1740859,6,65 mph,Hollywood Freeway,CA 170,North
-118.3921,34.1745322,6,65 mph,Hollywood Freeway,CA 170,North
-118.3924731,34.1749142,6,65 mph,Hollywood Freeway,CA 170,North
-118.3955037,34.1801381,6,65 mph,Hollywood Freeway,CA 170,North
-118.3956867,34.1804109,6,65 mph,Hollywood Freeway,CA 170,North
-118.3959966,34.1808372,6,65 mph,Hollywood Freeway,CA 170,North
-118.3962377,34.1811222,6,65 mph,Hollywood Freeway,CA 170,North
-118.3968017,34.1817244,6,65 mph,Hollywood Freeway,CA 170,North
-118.3971541,34.1820637,6,65 mph,Hollywood Freeway,CA 170,North
-118.4102733,34.2282841,3,65 mph,Hollywood Freeway,CA 170,North
-118.410092,34.2287947,3,65 mph,Hollywood Freeway,CA 170,North
-118.3808849,34.1610399,6,65 mph,Hollywood Freeway,CA 170,North
-118.381423,34.1622336,6,65 mph,Hollywood Freeway,CA 170,North
-118.384607,34.168887,5,65 mph,Hollywood Freeway,CA 170,North
-118.3850999,34.1694199,5,65 mph,Hollywood Freeway,CA 170,North
-118.3853534,34.1696796,5,65 mph,Hollywood Freeway,CA 170,North
-118.3857404,34.1700321,5,65 mph,Hollywood Freeway,CA 170,North
-118.3860458,34.1702973,5,65 mph,Hollywood Freeway,CA 170,North
-118.3863582,34.1705209,5,65 mph,Hollywood Freeway,CA 170,North
-118.3874897,34.1713039,5,65 mph,Hollywood Freeway,CA 170,North
-118.3880682,34.1716784,5,65 mph,Hollywood Freeway,CA 170,North
-118.3884506,34.1719264,5,65 mph,Hollywood Freeway,CA 170,North
-118.3891361,34.172388,5,65 mph,Hollywood Freeway,CA 170,North
-118.3907665,34.1734826,5,65 mph,Hollywood Freeway,CA 170,North
-118.3912764,34.1738401,5,65 mph,Hollywood Freeway,CA 170,North
-118.38365,34.1673228,"['5', '6']",65 mph,Hollywood Freeway,CA 170,North
-118.3840167,34.1680549,"['5', '6']",65 mph,Hollywood Freeway,CA 170,North
-118.3840948,34.1681783,"['5', '6']",65 mph,Hollywood Freeway,CA 170,North
-118.3842217,34.1683788,"['5', '6']",65 mph,Hollywood Freeway,CA 170,North
-118.3844782,34.168725,"['5', '6']",65 mph,Hollywood Freeway,CA 170,North
-118.384607,34.168887,"['5', '6']",65 mph,Hollywood Freeway,CA 170,North
-118.4086835,34.2166339,"['5', '4']",65 mph,Hollywood Freeway,CA 170,North
-118.4092129,34.2186295,"['5', '4']",65 mph,Hollywood Freeway,CA 170,North
-118.4099995,34.2214602,"['5', '4']",65 mph,Hollywood Freeway,CA 170,North
